pCO2,T,TA,DO,DIC,label
345.435,26.416,2243.0,207.8,1917.0,0
332.807,28.888,2252.0,199.0,1894.0,0
331.309,26.587,2252.0,206.7,1913.0,0
341.042,27.495,2217.0,203.8,1885.0,0
352.622,27.06,2220.0,205.2,1898.0,0
351.043,29.092,2244.0,198.2,1898.0,0
340.002,27.22,2220.0,204.6,1889.0,0
332.958,27.907,2247.0,202.0,1899.0,0
331.882,27.969,2246.0,201.8,1897.0,0
344.875,27.233,2220.0,204.4,1892.0,0
330.354,28.272,2234.0,200.9,1885.0,0
350.742,27.211,2218.0,204.4,1894.0,0
344.23,26.446,2245.0,206.8,1917.0,0
335.738,28.785,2254.0,198.8,1898.0,0
341.985,26.051,2235.0,208.4,1912.0,0
338.26,27.494,2218.0,203.4,1884.0,0
342.666,28.282,2195.0,201.3,1865.0,0
331.103,25.942,2260.0,208.1,1923.0,0
339.808,27.143,2218.0,204.5,1888.0,0
340.961,26.462,2244.0,206.5,1914.0,0
347.646,26.384,2246.0,206.9,1921.0,0
344.913,26.731,2241.0,205.6,1912.0,0
318.761,25.63,2275.0,208.9,1929.0,0
340.318,26.597,2246.0,205.9,1914.0,0
321.256,25.79,2244.0,208.7,1908.0,0
337.819,25.997,2240.0,208.0,1914.0,0
337.555,26.061,2236.0,207.7,1910.0,0
354.14,25.622,2249.0,208.5,1931.0,0
338.198,29.063,2245.0,197.3,1891.0,0
324.453,27.918,2253.0,201.0,1898.0,0
333.862,26.223,2253.0,206.6,1918.0,0
339.618,27.23,2246.0,203.2,1908.0,0
322.249,26.212,2255.0,206.6,1912.0,0
353.39,27.539,2198.0,202.5,1878.0,0
341.367,26.607,2244.0,205.2,1913.0,0
344.952,26.742,2241.0,204.8,1912.0,0
319.548,25.472,2287.0,208.4,1939.0,0
304.561,25.935,2273.0,207.1,1915.0,0
342.185,28.868,2246.0,197.6,1896.0,0
343.018,27.263,2203.0,203.2,1878.0,0
346.36,28.557,2271.0,198.1,1919.0,0
338.244,27.041,2229.0,203.8,1897.0,0
339.141,26.01,2239.0,207.3,1914.0,0
334.339,26.019,2238.0,207.2,1910.0,0
315.249,25.122,2287.0,209.4,1939.0,0
343.201,26.556,2241.0,205.0,1912.0,0
322.525,25.189,2288.0,209.0,1944.0,0
337.502,27.472,2217.0,202.0,1883.0,0
336.214,26.736,2244.0,204.3,1909.0,0
331.622,28.271,2233.0,199.3,1885.0,0
316.3,24.954,2284.0,209.8,1939.0,0
336.617,25.77,2240.0,207.8,1915.0,0
345.528,27.251,2205.0,202.8,1881.0,0
338.721,26.601,2246.0,204.6,1913.0,0
318.088,24.878,2287.0,209.9,1943.0,0
327.933,27.849,2236.0,200.4,1889.0,0
330.74,28.698,2259.0,197.0,1899.0,0
326.535,27.823,2242.0,200.1,1892.0,0
361.697,27.182,2231.0,202.3,1911.0,0
349.176,28.741,2262.0,196.8,1913.0,0
319.709,25.947,2271.0,205.9,1924.0,0
338.31,27.875,2226.0,200.0,1888.0,0
345.008,26.067,2239.0,205.9,1917.0,0
372.878,27.178,2233.0,201.9,1919.0,0
340.385,26.569,2238.0,203.9,1909.0,0
340.636,26.481,2241.0,203.9,1911.0,0
337.125,27.827,2232.0,199.7,1892.0,0
320.716,24.874,2291.0,208.8,1948.0,0
347.358,27.314,2217.0,201.2,1890.0,0
338.633,27.068,2226.0,202.0,1894.0,0
324.588,28.117,2235.0,198.3,1883.0,0
343.164,28.905,2254.0,195.5,1902.0,0
347.059,26.243,2260.0,204.1,1931.0,0
352.397,25.329,2249.0,207.6,1935.0,0
349.4,28.704,2269.0,195.7,1918.0,0
350.508,28.625,2275.0,195.9,1924.0,0
349.955,26.647,2243.0,202.8,1917.0,0
358.633,26.281,2255.0,203.4,1934.0,0
359.546,26.602,2194.0,202.7,1885.0,0
351.598,26.261,2249.0,203.4,1925.0,0
316.3,24.945,2284.0,207.3,1939.0,0
357.108,26.173,2240.0,203.9,1924.0,0
347.731,26.64,2242.0,202.0,1915.0,0
338.698,28.155,2263.0,196.7,1912.0,0
358.47,28.165,2237.0,196.9,1905.0,0
336.729,27.147,2250.0,200.1,1910.0,0
354.662,28.646,2269.0,194.9,1922.0,0
352.752,26.067,2237.0,203.8,1920.0,0
333.605,27.797,2229.0,198.1,1888.0,0
348.951,26.267,2251.0,202.4,1925.0,0
358.762,28.485,2161.0,196.4,1849.0,0
349.93,28.683,2272.0,194.0,1921.0,0
347.809,26.085,2244.0,202.8,1922.0,0
334.982,26.131,2262.0,202.1,1926.0,0
342.842,28.705,2262.0,193.3,1909.0,0
315.3,24.915,2286.0,205.4,1940.0,0
350.982,26.534,2237.0,200.6,1915.0,0
346.305,27.997,2270.0,195.0,1923.0,0
343.908,26.042,2238.0,202.1,1916.0,0
329.138,24.778,2288.0,205.3,1952.0,0
349.311,26.272,2252.0,200.5,1926.0,0
358.402,26.275,2239.0,200.6,1923.0,0
332.515,25.015,2288.0,203.8,1952.0,0
349.986,26.257,2250.0,200.0,1925.0,0
317.084,23.941,2238.0,207.8,1916.0,0
362.437,28.431,2190.0,193.2,1872.0,0
358.094,25.279,2248.0,202.7,1938.0,0
364.002,26.021,2244.0,199.9,1932.0,0
365.76,26.03,2244.0,199.8,1933.0,0
364.635,26.036,2240.0,198.6,1929.0,0
359.206,26.037,2245.0,198.6,1930.0,0
324.491,24.699,2291.0,201.8,1952.0,0
356.711,26.032,2243.0,197.7,1927.0,0
367.31,27.845,2288.0,189.4,1950.0,0
365.312,26.237,2240.0,194.6,1928.0,0
326.293,21.898,2239.0,205.0,1918.0,0
366.607,28.04,2274.0,187.9,1938.0,0
366.619,25.749,2240.0,195.4,1933.0,0
365.44,26.963,2221.0,191.1,1907.0,0
364.557,28.321,2286.0,186.0,1943.0,0
339.594,24.908,2290.0,196.4,1959.0,0
354.368,25.111,2281.0,194.2,1959.0,0
378.825,28.138,2262.0,184.9,1935.0,0
345.271,25.683,2278.0,192.0,1947.0,0
341.609,25.97,2271.0,191.2,1938.0,0
375.046,25.943,2252.0,189.1,1944.0,0
373.864,25.98,2243.0,188.4,1937.0,0
365.485,25.969,2252.0,186.2,1938.0,0
366.473,24.934,2283.0,188.8,1969.0,0
378.466,26.317,2248.0,184.6,1940.0,0
376.544,27.945,2262.0,178.4,1935.0,0
384.808,27.939,2265.0,177.0,1942.0,0
410.287,26.91,2244.0,180.0,1949.0,0
365.2,24.603,2286.0,185.3,1974.0,0
400.232,25.711,2223.0,180.8,1938.0,0
376.605,25.014,2248.0,181.5,1950.0,0
367.518,25.021,2257.0,180.4,1952.0,0
391.684,26.361,2214.0,176.2,1921.0,0
379.821,24.802,2254.0,179.4,1958.0,0
411.825,26.93,2308.0,171.7,1997.0,0
379.094,24.509,2288.0,177.3,1984.0,0
387.747,25.561,2258.0,173.7,1958.0,0
407.872,27.177,2267.0,168.1,1962.0,0
402.22,25.711,2237.0,172.2,1949.0,0
402.277,26.296,2262.0,170.1,1963.0,0
396.805,26.488,2284.0,168.0,1975.0,0
412.501,25.472,2231.0,171.1,1951.0,0
410.425,26.641,2260.0,167.5,1963.0,0
413.793,25.421,2270.0,169.1,1982.0,0
410.519,25.155,2255.0,170.0,1971.0,0
409.289,24.836,2242.0,170.6,1964.0,0
412.089,24.999,2244.0,168.3,1966.0,0
409.269,26.977,2272.0,160.0,1968.0,0
414.956,25.254,2274.0,164.0,1987.0,0
421.936,25.641,2276.0,159.5,1989.0,0
446.403,24.625,2278.0,161.9,2008.0,0
439.65,25.992,2223.0,157.6,1953.0,0
424.201,22.4,2270.0,165.9,2011.0,0
444.431,25.675,2237.0,155.8,1969.0,0
395.35,22.187,2298.0,164.2,2019.0,0
425.785,25.388,2272.0,155.7,1990.0,0
410.842,24.077,2236.0,158.9,1965.0,0
434.776,24.769,2270.0,156.1,1997.0,0
440.87,26.025,2258.0,152.1,1981.0,0
435.224,25.084,2216.0,153.6,1953.0,0
444.04,24.022,2248.0,155.2,1991.0,0
455.088,24.964,2244.0,152.5,1985.0,0
444.27,23.8,2288.0,153.9,2022.0,0
432.213,25.848,2276.0,148.4,1991.0,0
495.367,21.31,2293.0,160.3,2068.0,0
443.336,23.337,2253.0,154.1,2000.0,0
416.85,23.945,2283.0,151.4,2005.0,0
452.235,24.438,2257.0,150.1,1998.0,0
459.232,24.232,2251.0,149.6,1998.0,0
431.309,23.109,2259.0,152.3,2001.0,0
441.939,25.408,2255.0,145.4,1984.0,0
413.77,24.413,2235.0,148.0,1963.0,0
460.519,24.402,2260.0,147.3,2004.0,0
452.031,11.533,2322.0,187.2,2144.0,0
444.432,25.678,2272.0,142.5,1995.0,0
441.63,25.27,2281.0,143.3,2004.0,0
473.605,24.639,2263.0,144.4,2010.0,0
440.467,23.319,2258.0,147.8,2003.0,0
504.853,24.426,2256.0,144.1,2018.0,0
458.054,24.86,2262.0,141.4,2001.0,0
448.045,20.173,2278.0,151.8,2045.0,0
433.069,23.973,2288.0,141.4,2016.0,0
464.641,24.715,2244.0,139.5,1990.0,0
470.021,22.743,2259.0,144.2,2020.0,0
444.65,24.538,2273.0,138.8,2005.0,0
460.502,9.209,2314.0,186.5,2157.0,0
470.893,22.78,2260.0,142.5,2020.0,0
463.173,22.573,2290.0,142.5,2041.0,0
468.103,21.579,2268.0,145.4,2035.0,0
487.66,23.772,2271.0,137.8,2028.0,0
497.444,24.645,2249.0,135.9,2008.0,0
477.377,24.543,2281.0,133.8,2025.0,0
457.435,18.936,2282.0,147.8,2061.0,0
485.718,23.335,2242.0,136.1,2007.0,0
481.452,23.434,2246.0,135.6,2008.0,0
460.088,21.904,2280.0,137.9,2037.0,0
451.621,23.091,2283.0,135.1,2028.0,0
482.108,20.85,2264.0,139.3,2042.0,0
482.563,23.607,2274.0,132.5,2030.0,0
473.555,19.343,2274.0,142.9,2058.0,0
486.863,23.862,2250.0,131.4,2010.0,0
475.819,21.54,2274.0,136.5,2043.0,0
482.459,24.645,2286.0,128.1,2030.0,0
515.597,19.556,2271.0,140.6,2069.0,0
465.792,15.098,2329.0,152.1,2129.0,0
487.102,10.387,2319.0,167.8,2162.0,0
470.809,22.436,2280.0,132.3,2038.0,0
491.949,21.425,2273.0,134.7,2049.0,0
478.78,21.68,2266.0,133.3,2036.0,0
480.407,22.641,2280.0,130.9,2041.0,0
467.0,18.405,2318.0,138.7,2096.0,0
477.303,20.791,2298.0,132.7,2067.0,0
475.03,21.618,2296.0,130.0,2058.0,0
484.066,21.593,2295.0,129.9,2061.0,0
499.873,21.662,2278.0,129.6,2054.0,0
473.257,22.191,2292.0,128.0,2050.0,0
496.581,20.822,2270.0,130.7,2052.0,0
498.983,18.643,2286.0,135.4,2082.0,0
533.388,19.118,2276.0,134.1,2082.0,0
481.632,21.782,2284.0,126.7,2050.0,0
495.401,18.977,2288.0,133.6,2080.0,0
510.63,20.896,2281.0,128.9,2066.0,0
569.673,21.474,2269.0,127.4,2071.0,0
501.954,22.596,2259.0,124.8,2032.0,0
500.498,17.636,2289.0,135.8,2092.0,0
496.02,21.211,2280.0,126.6,2057.0,0
531.826,9.324,2318.0,160.5,2182.0,0
520.105,21.028,2281.0,126.8,2068.0,0
509.505,22.209,2262.0,124.0,2040.0,0
511.532,12.15,2323.0,150.0,2161.0,0
500.135,21.419,2263.0,124.7,2043.0,0
497.313,23.417,2303.0,119.1,2059.0,0
504.694,22.552,2322.0,120.2,2083.0,0
498.002,20.335,2276.0,125.1,2061.0,0
498.247,17.57,2273.0,131.5,2078.0,0
503.14,20.628,2280.0,124.1,2064.0,0
469.398,17.04,2289.0,132.8,2085.0,0
508.805,16.881,2289.0,132.7,2100.0,0
498.546,19.964,2274.0,122.7,2062.0,0
499.571,18.206,2294.0,126.6,2092.0,0
457.675,9.805,2323.0,149.0,2159.0,0
521.647,20.215,2290.0,120.7,2082.0,0
483.0,19.4,2296.0,122.1,2078.0,0
554.497,8.691,2312.0,151.9,2187.0,0
517.136,20.426,2262.0,119.4,2055.0,0
489.232,18.24,2308.0,124.0,2098.0,0
568.818,17.089,2284.0,127.1,2113.0,0
511.0,17.548,2297.0,125.5,2103.0,0
562.777,8.443,2319.0,151.0,2197.0,0
512.346,20.326,2293.0,118.2,2080.0,0
531.478,19.687,2290.0,118.6,2089.0,0
535.589,19.104,2292.0,119.8,2096.0,0
536.006,14.923,2295.0,129.3,2127.0,0
520.583,17.026,2306.0,123.6,2116.0,0
