pCO2,T,TA,DO,DIC,label
536.29,18.043,2289.0,121.3,2100.0,0
589.631,16.222,2287.0,124.7,2127.0,0
519.053,14.858,2305.0,127.8,2131.0,0
524.972,16.493,2303.0,123.3,2120.0,0
570.704,9.38,2319.0,142.4,2193.0,0
522.932,16.866,2313.0,120.3,2124.0,0
525.514,18.502,2298.0,116.7,2102.0,0
548.964,15.788,2273.0,123.0,2106.0,0
578.05,10.249,2313.0,136.9,2184.0,0
551.036,18.005,2295.0,116.8,2111.0,0
520.523,20.155,2293.0,112.1,2084.0,0
567.779,8.695,2306.0,141.4,2185.0,0
526.545,17.899,2300.0,116.7,2108.0,0
530.566,15.855,2309.0,121.2,2130.0,0
521.251,15.889,2293.0,121.0,2114.0,0
524.351,18.35,2288.0,115.0,2094.0,0
560.217,12.933,2319.0,127.7,2167.0,0
542.955,18.016,2290.0,115.3,2104.0,0
598.905,14.717,2296.0,123.0,2147.0,0
550.959,15.756,2295.0,120.3,2126.0,0
542.555,16.096,2281.0,119.3,2109.0,0
546.141,18.034,2297.0,114.8,2111.0,0
515.775,17.025,2298.0,117.0,2109.0,0
548.649,17.118,2297.0,116.7,2118.0,0
540.75,17.45,2299.0,115.8,2115.0,0
572.86,8.244,2328.0,140.1,2209.0,0
537.295,12.657,2321.0,126.7,2164.0,0
558.032,15.127,2304.0,119.3,2140.0,0
555.253,14.491,2307.0,119.9,2146.0,0
559.031,13.321,2305.0,121.4,2153.0,0
537.624,17.198,2302.0,112.1,2118.0,0
572.344,14.071,2304.0,118.5,2151.0,0
541.634,16.849,2285.0,111.9,2107.0,0
602.898,14.324,2300.0,117.3,2154.0,0
533.569,20.366,2289.0,104.2,2083.0,0
561.93,13.506,2310.0,118.7,2157.0,0
548.007,12.758,2318.0,120.2,2164.0,0
573.158,12.683,2304.0,119.3,2160.0,0
575.621,14.831,2293.0,113.3,2137.0,0
552.491,16.036,2289.0,110.1,2119.0,0
631.125,12.191,2301.0,118.9,2174.0,0
553.926,19.092,2299.0,103.0,2107.0,0
574.036,15.413,2291.0,110.7,2131.0,0
558.58,14.984,2305.0,111.6,2142.0,0
590.377,13.942,2309.0,113.7,2161.0,0
574.597,14.94,2302.0,111.4,2144.0,0
597.971,13.309,2309.0,114.3,2167.0,0
583.043,14.488,2305.0,111.3,2152.0,0
580.13,14.16,2308.0,111.7,2156.0,0
562.629,14.629,2309.0,110.3,2149.0,0
576.131,11.911,2310.0,116.1,2171.0,0
546.699,15.034,2296.0,108.7,2130.0,0
571.603,14.534,2301.0,109.6,2145.0,0
564.086,15.779,2305.0,106.1,2138.0,0
622.537,8.233,2327.0,124.2,2220.0,0
599.591,11.339,2319.0,115.4,2188.0,0
608.466,13.834,2302.0,109.5,2160.0,0
573.529,13.973,2302.0,108.8,2150.0,0
612.534,7.584,2335.0,124.9,2229.0,0
577.133,13.607,2314.0,109.4,2164.0,0
592.079,13.318,2312.0,109.8,2168.0,0
555.167,13.284,2304.0,109.8,2151.0,0
599.502,13.842,2309.0,108.5,2164.0,0
615.501,12.238,2309.0,111.7,2178.0,0
585.382,13.188,2313.0,109.1,2168.0,0
566.361,19.495,2305.0,96.0,2113.0,0
583.017,13.125,2311.0,108.4,2166.0,0
586.795,13.244,2313.0,108.1,2168.0,0
554.539,20.061,2306.0,94.0,2106.0,0
624.412,10.115,2306.0,114.0,2190.0,0
632.138,11.619,2297.0,109.0,2175.0,0
623.653,12.459,2305.0,106.6,2175.0,0
606.885,12.437,2304.0,105.1,2170.0,0
660.226,7.322,2335.0,116.3,2241.0,0
613.574,11.91,2295.0,105.1,2167.0,0
577.688,14.833,2313.0,97.6,2155.0,0
632.171,10.218,2320.0,107.0,2204.0,0
659.34,10.697,2323.0,105.0,2210.0,0
678.003,7.282,2333.0,112.9,2243.0,0
668.203,11.334,2314.0,102.7,2200.0,0
675.526,11.033,2295.0,103.3,2186.0,0
644.414,11.176,2300.0,102.8,2183.0,0
652.054,7.277,2342.0,112.1,2246.0,0
653.371,10.131,2324.0,104.5,2213.0,0
661.064,9.906,2324.0,105.0,2216.0,0
638.497,13.182,2312.0,97.6,2180.0,0
609.404,15.709,2300.0,92.0,2146.0,0
654.72,10.667,2314.0,102.2,2201.0,0
668.76,10.016,2323.0,103.1,2216.0,0
687.271,7.456,2331.0,108.8,2242.0,0
639.101,10.723,2316.0,100.4,2199.0,0
698.593,10.667,2315.0,100.4,2211.0,0
640.703,10.138,2325.0,101.5,2211.0,0
630.708,9.629,2323.0,102.3,2210.0,0
673.66,9.136,2325.0,103.4,2224.0,0
751.457,9.793,2340.0,101.8,2249.0,0
659.033,9.972,2325.0,101.2,2216.0,0
679.837,10.257,2321.0,100.5,2215.0,0
625.597,12.003,2304.0,96.7,2177.0,0
666.713,10.249,2325.0,100.2,2216.0,0
668.806,9.562,2330.0,101.6,2225.0,0
660.107,11.896,2308.0,96.5,2189.0,0
630.205,9.734,2326.0,101.1,2212.0,0
664.825,9.826,2326.0,100.1,2219.0,0
616.922,13.718,2304.0,92.0,2164.0,0
669.287,9.798,2327.0,99.7,2221.0,0
688.685,9.834,2325.0,98.9,2223.0,0
709.97,8.386,2319.0,101.0,2230.0,0
698.261,9.71,2310.0,97.7,2212.0,0
714.526,10.766,2298.0,95.2,2198.0,0
629.216,9.994,2326.0,96.3,2210.0,0
685.679,8.741,2334.0,98.7,2237.0,0
706.746,8.19,2337.0,98.6,2247.0,0
693.61,8.845,2334.0,97.1,2238.0,0
719.511,7.871,2342.0,99.2,2256.0,0
695.321,8.891,2335.0,96.8,2239.0,0
744.176,7.851,2323.0,98.9,2243.0,0
690.363,8.848,2326.0,96.5,2230.0,0
706.187,8.543,2336.0,97.1,2244.0,0
734.78,7.537,2325.0,99.3,2245.0,0
710.531,8.475,2338.0,96.7,2247.0,0
650.959,10.782,2316.0,91.8,2201.0,0
695.376,8.672,2338.0,96.0,2243.0,0
734.214,7.742,2320.0,97.9,2239.0,0
709.686,8.47,2337.0,96.1,2246.0,0
634.92,14.689,2305.0,84.0,2163.0,0
709.432,7.75,2339.0,97.6,2252.0,0
673.618,8.63,2336.0,95.6,2237.0,0
723.522,6.749,2357.0,99.7,2277.0,0
745.838,9.273,2326.0,94.0,2238.0,0
671.942,8.339,2340.0,96.0,2242.0,0
676.106,6.34,2358.0,100.5,2271.0,0
716.389,8.521,2337.0,95.5,2247.0,0
830.952,10.555,2342.0,91.2,2260.0,0
711.072,8.327,2338.0,95.6,2248.0,0
702.577,7.705,2338.0,96.7,2250.0,0
716.513,7.427,2329.0,97.2,2246.0,0
723.963,8.454,2334.0,94.9,2246.0,0
694.703,7.019,2343.0,98.0,2257.0,0
700.456,7.863,2347.0,96.1,2257.0,0
733.45,8.751,2335.0,94.0,2247.0,0
709.035,7.874,2342.0,95.8,2254.0,0
802.345,9.041,2351.0,93.2,2272.0,0
719.602,7.609,2348.0,96.2,2263.0,0
716.781,9.26,2310.0,92.5,2218.0,0
709.883,7.403,2352.0,96.3,2266.0,0
648.853,15.54,2305.0,80.7,2161.0,0
696.484,6.372,2358.0,98.5,2275.0,0
716.429,6.279,2361.0,98.7,2282.0,0
724.662,7.407,2349.0,96.0,2266.0,0
714.734,7.17,2343.0,96.5,2260.0,0
701.932,11.277,2323.0,87.9,2215.0,0
693.483,8.419,2338.0,93.6,2244.0,0
712.726,6.963,2352.0,96.5,2269.0,0
664.798,12.024,2320.0,86.0,2200.0,0
722.953,6.823,2350.0,96.5,2270.0,0
698.411,6.498,2354.0,96.9,2271.0,0
722.936,6.716,2358.0,96.4,2278.0,0
830.47,6.568,2328.0,96.7,2269.0,0
714.651,7.588,2350.0,94.4,2264.0,0
711.605,6.08,2366.0,97.7,2287.0,0
700.569,7.279,2351.0,95.0,2264.0,0
716.353,6.426,2363.0,96.9,2283.0,0
713.026,6.81,2353.0,96.0,2271.0,0
700.981,5.822,2372.0,98.1,2292.0,0
712.811,6.737,2358.0,96.0,2276.0,0
704.289,6.572,2362.0,96.2,2279.0,0
704.575,5.802,2371.0,97.9,2292.0,0
785.622,8.081,2335.0,92.8,2260.0,0
671.882,6.401,2358.0,96.3,2270.0,0
777.079,8.479,2313.0,91.2,2236.0,0
711.393,6.823,2361.0,94.7,2278.0,0
760.432,7.174,2332.0,93.8,2258.0,0
763.652,8.815,2308.0,90.2,2227.0,0
696.96,7.718,2348.0,92.5,2258.0,0
696.576,10.385,2314.0,87.0,2211.0,0
700.087,7.637,2349.0,92.5,2260.0,0
753.459,8.943,2315.0,89.4,2231.0,0
734.18,7.698,2349.0,91.8,2266.0,0
671.54,11.54,2322.0,84.2,2206.0,0
732.967,6.551,2343.0,94.2,2267.0,0
738.532,6.293,2362.0,94.0,2287.0,0
726.203,6.996,2331.0,92.4,2252.0,0
668.713,12.057,2313.0,82.2,2194.0,0
828.324,7.826,2338.0,90.3,2271.0,0
692.506,6.488,2353.0,93.1,2269.0,0
770.06,6.815,2355.0,92.4,2283.0,0
704.607,11.962,2328.0,82.1,2215.0,0
718.213,6.575,2345.0,92.6,2266.0,0
717.761,6.608,2341.0,92.3,2262.0,0
791.73,8.453,2333.0,88.2,2257.0,0
693.682,12.116,2312.0,81.1,2198.0,0
771.592,7.884,2343.0,89.1,2266.0,0
735.033,8.46,2332.0,87.5,2246.0,0
720.269,6.958,2359.0,90.4,2277.0,0
717.218,6.524,2346.0,91.2,2267.0,0
684.586,11.785,2325.0,81.0,2210.0,0
766.11,7.318,2348.0,89.3,2273.0,0
703.608,12.45,2312.0,79.5,2198.0,0
690.74,12.516,2325.0,79.2,2206.0,0
756.268,6.816,2362.0,89.8,2287.0,0
753.102,7.248,2350.0,88.1,2273.0,0
711.144,11.046,2327.0,80.1,2221.0,0
694.715,11.3,2328.0,79.0,2217.0,0
775.54,8.883,2328.0,83.3,2247.0,0
756.866,7.985,2340.0,84.6,2260.0,0
710.957,10.344,2330.0,79.9,2228.0,0
852.84,9.368,2326.0,81.7,2255.0,0
780.161,6.75,2356.0,86.7,2286.0,0
770.985,7.043,2351.0,86.0,2278.0,0
696.991,12.674,2327.0,75.6,2208.0,0
723.859,11.158,2325.0,77.5,2221.0,0
732.253,10.715,2329.0,78.0,2229.0,0
697.044,12.68,2327.0,74.6,2208.0,0
710.975,11.366,2311.0,76.5,2205.0,0
739.447,10.162,2329.0,78.5,2234.0,0
740.188,7.708,2347.0,82.7,2265.0,0
740.102,6.519,2360.0,84.9,2284.0,0
714.767,11.741,2314.0,75.4,2206.0,0
853.21,10.004,2328.0,78.0,2253.0,0
732.442,6.61,2362.0,84.2,2284.0,0
751.278,10.38,2316.0,77.0,2223.0,0
731.983,9.694,2320.0,78.1,2227.0,0
755.968,9.772,2320.0,77.8,2231.0,0
754.75,9.766,2328.0,77.3,2238.0,0
775.876,7.168,2352.0,81.8,2279.0,0
738.734,10.448,2327.0,75.8,2230.0,0
743.193,9.679,2334.0,76.7,2242.0,0
700.529,12.456,2329.0,72.0,2212.0,0
705.977,11.669,2328.0,73.2,2217.0,0
748.933,10.765,2326.0,74.6,2229.0,0
746.505,7.911,2335.0,79.5,2254.0,0
752.7,9.682,2331.0,76.3,2241.0,0
757.402,8.886,2325.0,77.5,2241.0,0
745.267,12.207,2315.0,72.0,2210.0,0
755.967,10.465,2329.0,74.6,2235.0,0
761.493,10.246,2321.0,74.8,2230.0,0
757.941,10.379,2328.0,74.4,2235.0,0
725.612,12.289,2323.0,71.1,2213.0,0
743.244,11.259,2317.0,72.6,2217.0,0
780.319,7.331,2350.0,79.3,2277.0,0
704.343,13.532,2324.0,69.0,2202.0,0
756.898,10.801,2319.0,72.7,2224.0,0
691.714,13.62,2329.0,68.3,2203.0,0
747.145,8.52,2341.0,76.4,2256.0,0
770.242,9.559,2329.0,74.3,2243.0,0
771.999,11.473,2327.0,71.0,2230.0,0
766.546,9.881,2320.0,73.2,2232.0,0
771.353,8.574,2327.0,75.1,2247.0,0
785.276,8.491,2339.0,75.2,2261.0,0
744.308,10.567,2320.0,71.7,2224.0,0
735.887,11.395,2315.0,70.4,2213.0,0
760.992,8.782,2327.0,74.2,2244.0,0
692.168,11.636,2321.0,69.5,2208.0,0
722.26,10.964,2328.0,70.6,2225.0,0
746.749,10.508,2317.0,71.2,2222.0,0
786.306,10.218,2328.0,71.6,2241.0,0
767.836,10.716,2326.0,70.7,2233.0,0
765.098,7.715,2339.0,75.6,2262.0,0
746.931,10.844,2328.0,70.2,2230.0,0
755.202,10.591,2319.0,70.4,2225.0,0
771.932,10.061,2319.0,71.1,2231.0,0
735.767,13.202,2325.0,65.9,2211.0,0
730.854,14.241,2323.0,64.3,2202.0,0
780.719,8.912,2335.0,72.1,2254.0,0
767.952,8.916,2331.0,71.7,2248.0,0
739.316,13.476,2326.0,64.7,2211.0,0
695.628,14.463,2326.0,63.4,2196.0,0
760.975,10.037,2321.0,69.6,2231.0,0
762.862,9.383,2335.0,70.0,2248.0,0
791.331,10.825,2329.0,66.5,2239.0,0
777.895,8.219,2343.0,70.5,2265.0,0
772.334,7.962,2336.0,70.6,2259.0,0
803.92,10.154,2330.0,66.8,2246.0,0
787.821,9.602,2336.0,67.4,2252.0,0
788.309,9.227,2327.0,67.9,2246.0,0
795.429,9.277,2326.0,67.4,2246.0,0
793.864,9.413,2337.0,66.3,2255.0,0
750.422,10.18,2335.0,64.7,2241.0,0
790.124,8.066,2340.0,67.5,2265.0,0
801.874,8.122,2349.0,66.0,2275.0,0
782.218,6.933,2355.0,67.2,2284.0,0
808.628,8.516,2346.0,64.6,2271.0,0
777.105,7.622,2346.0,65.4,2271.0,0
803.352,8.881,2345.0,62.6,2267.0,0
807.725,8.123,2348.0,63.7,2275.0,0
811.235,8.719,2336.0,62.5,2261.0,0
803.198,8.651,2349.0,62.1,2272.0,0
826.018,8.591,2337.0,61.7,2265.0,0
811.522,8.724,2336.0,61.3,2261.0,0
812.557,8.486,2344.0,58.5,2270.0,0
833.606,9.217,2345.0,55.8,2270.0,0
860.31,9.103,2342.0,55.7,2272.0,0
850.517,8.956,2346.0,55.2,2275.0,0
852.882,8.824,2347.0,53.6,2277.0,0
857.689,8.556,2352.0,52.3,2284.0,0
857.969,8.165,2355.0,46.5,2289.0,0
337.3,11.266,2294.7,274.0,2072.0,0
353.9,9.077,2283.2,284.2,2088.2,0
337.5,12.871,2299.0,269.5,2063.0,0
344.0,11.396,2292.4,276.3,2072.7,0
356.6,8.482,2281.8,288.7,2093.2,0
358.2,4.376,2275.6,315.4,2118.7,0
339.9,11.47,2293.6,276.3,2071.1,0
337.9,11.408,2293.0,273.8,2069.8,0
351.0,8.659,2282.0,287.5,2089.3,0
339.7,11.284,2294.4,273.7,2073.0,0
365.7,4.479,2272.9,313.9,2118.8,0
352.8,8.485,2282.6,289.2,2092.1,0
333.4,12.873,2301.1,268.5,2062.4,0
338.5,11.277,2293.5,276.3,2071.7,0
339.4,12.897,2301.5,267.3,2065.7,0
369.8,4.473,2272.2,313.6,2120.0,0
369.1,7.717,2275.5,292.6,2099.8,0
353.7,8.796,2284.2,285.7,2091.4,0
359.8,4.339,2275.4,315.4,2119.5,0
363.7,3.628,2280.4,318.3,2130.3,0
356.4,8.504,2281.9,287.8,2093.1,0
345.4,10.893,2294.7,270.0,2079.2,0
362.5,4.472,2274.6,313.7,2119.1,0
341.6,11.268,2292.5,275.9,2072.6,0
339.1,11.351,2292.8,272.4,2070.8,0
352.2,9.729,2288.3,280.6,2086.7,0
341.3,11.454,2293.4,276.7,2071.9,0
356.5,9.077,2283.2,283.7,2089.6,0
359.4,4.293,2276.6,316.0,2120.8,0
368.2,7.154,2275.8,296.0,2103.8,0
359.9,9.692,2296.4,272.3,2097.2,0
353.6,9.08,2283.1,284.8,2088.2,0
352.4,8.526,2282.9,288.2,2092.0,0
365.2,11.608,2304.8,252.9,2090.9,0
364.8,7.721,2276.3,292.6,2098.7,0
371.6,7.336,2275.9,296.1,2103.9,0
372.0,10.379,2298.2,259.8,2098.5,0
372.8,3.123,2276.0,318.3,2133.4,0
353.4,8.674,2282.8,286.5,2091.2,0
376.4,9.048,2293.7,269.8,2107.0,0
377.4,8.123,2284.5,278.9,2107.0,0
379.7,9.544,2294.1,266.6,2105.0,0
368.4,9.392,2291.7,269.3,2099.0,0
376.7,10.794,2301.8,250.3,2100.2,0
380.7,9.615,2295.1,262.4,2105.6,0
380.2,1.792,2280.0,320.9,2148.4,0
382.4,9.446,2290.6,267.2,2104.0,0
385.4,7.743,2283.5,276.6,2112.3,0
387.8,1.503,2282.6,318.0,2155.4,0
378.6,9.361,2295.3,265.8,2106.9,0
374.4,8.107,2285.4,278.2,2106.6,0
378.6,8.166,2286.8,277.2,2109.1,0
407.7,0.282,2294.4,315.4,2180.5,0
377.7,9.123,2291.3,268.6,2104.9,0
378.4,9.332,2291.9,269.5,2104.3,0
369.3,10.436,2302.6,253.9,2100.3,0
382.1,9.343,2294.1,264.6,2107.5,0
375.8,9.01,2294.0,269.6,2107.3,0
382.5,1.811,2282.4,315.2,2151.3,0
399.6,6.024,2278.9,283.4,2126.4,0
396.5,1.578,2285.0,310.1,2160.2,0
380.3,8.091,2287.9,275.7,2111.4,0
386.3,9.094,2291.8,267.7,2109.4,0
382.2,7.896,2287.8,275.7,2113.6,0
381.5,9.062,2291.8,266.9,2107.5,0
398.8,5.744,2282.0,281.4,2130.8,0
381.8,10.005,2297.5,254.8,2105.2,0
371.6,9.169,2293.9,270.6,2104.3,0
376.3,8.827,2290.8,273.6,2106.2,0
471.8,2.145,2295.9,256.1,2190.3,0
387.5,5.256,2281.5,292.3,2129.5,0
372.1,8.841,2291.0,270.7,2104.4,0
375.9,8.999,2291.8,270.3,2105.6,0
436.5,2.233,2286.3,282.1,2170.6,0
392.4,7.383,2285.3,271.1,2119.5,0
393.0,7.489,2283.0,274.6,2117.0,0
383.8,9.586,2295.0,258.3,2107.3,0
464.4,2.329,2293.6,259.2,2185.1,0
375.8,8.862,2291.1,270.4,2106.1,0
375.4,7.734,2287.3,278.3,2111.5,0
392.0,8.08,2288.7,267.2,2117.1,0
378.0,8.721,2289.1,273.7,2106.4,0
413.2,5.42,2281.4,275.8,2137.9,0
395.5,7.189,2282.8,273.7,2120.0,0
384.0,8.865,2290.2,269.2,2108.9,0
377.1,8.955,2294.5,269.4,2108.9,0
373.8,8.903,2291.9,270.9,2105.6,0
371.2,8.731,2291.6,270.2,2105.5,0
380.9,9.021,2291.9,269.9,2108.0,0
400.7,6.85,2283.8,267.6,2125.4,0
373.9,7.718,2287.6,280.2,2111.3,0
390.0,7.467,2287.8,270.9,2120.2,0
432.5,5.308,2283.3,262.2,2147.1,0
402.2,7.96,2287.1,252.8,2120.8,0
381.0,8.682,2289.6,270.4,2108.6,0
369.8,8.666,2290.7,274.5,2104.7,0
378.0,8.755,2292.3,270.7,2109.1,0
378.0,8.666,2289.7,274.3,2107.5,0
413.7,5.177,2282.5,272.6,2140.8,0
376.8,8.7,2291.4,273.3,2108.2,0
411.5,6.933,2282.0,266.0,2127.4,0
508.6,2.396,2297.1,238.1,2200.1,0
374.2,8.865,2294.5,270.8,2108.8,0
382.7,8.621,2288.8,269.0,2109.3,0
373.6,8.715,2291.8,270.1,2107.0,0
446.7,5.363,2286.1,246.8,2153.9,0
429.0,6.687,2284.2,252.1,2137.4,0
412.9,7.796,2286.7,256.2,2125.9,0
404.4,7.235,2286.7,259.1,2126.8,0
467.3,5.088,2287.4,237.6,2163.4,0
424.0,6.978,2286.0,252.1,2135.3,0
378.5,8.681,2289.3,273.0,2107.5,0
371.7,8.662,2289.6,273.5,2104.9,0
406.8,8.309,2287.3,258.6,2120.4,0
391.1,8.535,2289.5,266.4,2114.2,0
375.6,8.681,2289.7,272.5,2106.6,0
388.8,8.694,2290.2,258.6,2112.6,0
382.5,8.645,2288.7,268.7,2109.0,0
460.1,5.274,2286.6,240.4,2159.3,0
386.0,8.793,2293.0,266.1,2113.1,0
428.6,6.978,2285.0,252.8,2136.2,0
373.9,8.673,2292.2,271.2,2108.2,0
464.0,6.051,2288.4,229.8,2157.1,0
478.9,6.125,2288.0,223.1,2160.9,0
440.4,6.652,2288.1,238.4,2145.3,0
493.9,4.579,2290.5,229.3,2177.3,0
402.8,8.252,2286.7,259.3,2118.9,0
420.1,8.47,2288.2,239.8,2125.2,0
380.8,8.592,2289.6,264.5,2109.7,0
420.3,7.63,2287.3,245.0,2130.7,0
389.0,8.562,2290.7,263.3,2114.4,0
379.3,8.673,2289.3,271.9,2108.2,0
459.9,6.179,2286.1,235.6,2153.1,0
384.2,8.725,2293.4,268.2,2113.5,0
388.2,8.45,2288.7,265.6,2113.2,0
485.8,5.446,2291.8,221.9,2170.8,0
485.8,5.947,2288.2,222.5,2164.5,0
495.1,3.958,2295.9,226.1,2186.5,0
385.6,8.427,2289.6,269.3,2113.3,0
358.0,8.419,2297.6,275.3,2108.0,0
488.6,5.496,2287.2,226.8,2167.3,0
425.3,7.659,2287.3,243.9,2132.5,0
404.1,8.111,2289.9,250.3,2123.5,0
497.6,4.022,2296.2,226.0,2187.1,0
447.6,7.969,2289.9,217.7,2140.3,0
385.8,8.6,2291.0,262.4,2113.3,0
383.3,8.521,2292.8,258.7,2114.4,0
442.2,6.847,2287.2,236.3,2144.0,0
491.4,5.162,2288.1,226.3,2171.0,0
493.3,4.601,2295.0,222.0,2181.3,0
487.9,4.863,2294.5,221.2,2177.8,0
431.2,7.81,2288.3,243.3,2134.7,0
421.0,7.566,2287.5,239.6,2132.0,0
472.4,6.011,2288.3,224.0,2160.4,0
448.4,7.188,2288.6,224.5,2145.4,0
484.8,6.04,2289.2,217.0,2164.9,0
467.0,7.128,2289.8,216.2,2152.9,0
496.7,4.135,2295.5,223.0,2185.9,0
510.9,3.881,2295.4,223.4,2191.2,0
487.3,6.016,2294.8,201.6,2170.7,0
481.6,6.427,2291.0,216.2,2163.1,0
462.1,7.083,2288.2,216.3,2150.2,0
449.6,7.041,2294.3,223.2,2151.9,0
496.5,4.411,2293.7,222.5,2182.7,0
493.3,5.696,2293.8,210.8,2174.0,0
482.7,5.09,2295.1,212.9,2176.0,0
496.6,5.482,2290.6,211.6,2173.5,0
494.1,5.645,2292.4,212.0,2173.4,0
484.5,5.132,2295.9,213.6,2177.0,0
501.8,3.817,2300.0,217.6,2193.7,0
318.301,19.123,2333.7,239.2,2024.4,0
363.945,11.503,2267.6,285.8,2063.9,0
361.791,5.673,2270.6,309.4,2106.6,0
338.575,8.198,2254.3,309.5,2065.1,0
373.255,7.301,2271.0,303.8,2100.9,0
357.865,7.841,2262.9,306.6,2083.6,0
326.791,11.381,2280.8,284.7,2055.8,0
338.125,10.893,2269.0,293.4,2056.7,0
364.779,5.668,2270.2,311.4,2107.6,0
360.428,7.124,2262.8,309.3,2089.6,0
328.084,11.362,2280.7,284.9,2056.6,0
344.778,9.912,2272.0,296.0,2069.5,0
357.126,5.669,2272.8,309.3,2106.6,0
373.61,7.118,2272.2,305.6,2103.4,0
350.531,7.833,2261.8,307.7,2079.5,0
373.637,6.554,2263.2,303.3,2099.6,0
335.424,11.149,2280.5,282.6,2062.0,0
357.118,9.506,2276.3,286.7,2081.7,0
358.964,5.633,2272.9,309.8,2107.8,0
366.738,6.513,2273.5,308.1,2105.7,0
363.838,6.545,2262.2,306.7,2094.7,0
383.509,5.993,2263.8,302.9,2107.9,0
344.502,10.697,2282.9,276.3,2071.9,0
324.805,18.424,2330.6,227.7,2032.4,0
369.148,9.239,2283.8,277.8,2095.0,0
367.674,5.481,2273.1,308.9,2112.8,0
369.252,6.238,2261.3,303.6,2098.3,0
368.074,5.9,2274.7,307.7,2111.5,0
356.382,10.08,2286.9,274.6,2085.4,0
380.861,9.351,2288.7,264.5,2103.1,0
374.923,5.101,2275.8,303.1,2120.7,0
419.429,3.556,2267.8,310.8,2140.3,0
404.799,4.357,2277.7,298.9,2138.7,0
339.904,18.103,2330.4,222.3,2044.4,0
336.435,18.103,2329.8,222.2,2041.8,0
377.284,5.401,2276.2,305.5,2120.0,0
368.248,6.014,2265.3,301.7,2102.8,0
387.136,5.33,2267.9,297.7,2117.3,0
413.399,4.417,2269.4,302.9,2134.3,0
408.246,3.992,2269.3,304.0,2135.0,0
380.892,9.412,2289.0,270.6,2103.0,0
389.676,8.584,2288.0,264.3,2111.9,0
370.32,5.329,2266.8,301.7,2109.7,0
397.657,4.917,2269.0,296.0,2125.0,0
403.401,4.534,2278.7,293.8,2138.0,0
395.59,4.633,2277.5,302.8,2133.4,0
407.369,3.645,2272.8,300.0,2140.0,0
379.894,7.774,2286.5,271.3,2112.8,0
407.181,4.467,2280.4,286.2,2141.3,0
412.143,8.583,2288.6,249.5,2121.4,0
408.046,8.088,2285.5,255.6,2120.9,0
441.584,3.495,2275.1,288.5,2154.5,0
408.884,4.6,2271.8,292.7,2133.6,0
389.134,4.776,2269.5,296.9,2123.2,0
423.415,3.544,2275.1,289.4,2148.2,0
467.945,3.071,2281.9,272.2,2171.3,0
451.373,7.739,2291.2,224.7,2143.8,0
458.412,7.776,2295.0,218.1,2149.2,0
467.895,3.037,2283.8,260.6,2173.1,0
461.063,4.351,2280.5,260.2,2159.9,0
454.308,4.484,2278.4,259.6,2155.2,0
407.003,4.243,2274.5,283.6,2137.7,0
461.046,3.408,2280.2,260.5,2165.5,0
456.345,3.934,2288.4,251.4,2168.3,0
474.716,7.023,2294.2,214.3,2159.0,0
461.495,4.7,2281.6,241.5,2158.9,0
484.569,2.913,2288.0,244.5,2182.5,0
466.672,3.963,2283.4,252.2,2166.8,0
471.775,5.22,2289.6,225.5,2166.0,0
400.152,14.307,2324.0,203.5,2102.8,0
392.755,14.311,2324.3,204.3,2099.6,0
481.695,5.654,2291.5,222.0,2167.9,0
464.019,3.906,2285.3,244.0,2168.2,0
483.616,3.545,2288.4,244.0,2179.0,0
448.37,8.403,2301.5,203.9,2148.7,0
445.592,8.4,2296.6,202.5,2143.4,0
321.733,21.656,2401.5,242.8,2052.9,0
327.002,22.826,2404.3,235.4,2048.3,0
337.28,22.642,2409.2,231.1,2061.4,0
346.939,24.948,2428.0,228.5,2060.5,0
371.8,26.645,2345.8,246.7,2002.0,0
375.895,25.915,2374.1,244.8,2031.3,0
373.955,26.355,2381.0,227.5,2032.2,0
335.014,22.675,2411.2,231.4,2061.4,0
358.823,25.674,2368.7,219.4,2018.8,0
324.47,21.097,2396.5,244.7,2055.9,0
356.138,25.266,2359.3,234.4,2014.2,0
374.997,26.555,2368.3,222.7,2020.8,0
358.697,25.056,2356.3,239.9,2015.3,0
360.298,25.662,2349.5,247.5,2006.1,0
349.152,25.622,2357.1,224.0,2005.0,0
384.892,26.482,2373.7,225.0,2031.0,0
366.343,25.781,2368.9,236.7,2023.1,0
345.396,25.949,2352.2,233.1,1996.8,0
357.519,24.321,2443.0,224.5,2082.7,0
341.02,24.365,2340.5,234.5,1999.3,0
360.179,26.188,2334.7,218.5,1991.1,0
364.542,25.344,2360.3,235.3,2019.0,0
346.104,26.067,2362.4,219.1,2004.0,0
380.963,25.923,2371.5,243.3,2032.2,0
376.528,26.337,2366.4,228.0,2022.0,0
355.375,24.787,2354.0,224.1,2014.2,0
383.123,26.111,2378.4,216.6,2036.9,0
324.455,22.834,2404.4,236.4,2046.3,0
382.233,26.389,2375.5,225.8,2031.7,0
370.82,26.063,2373.8,235.3,2026.8,0
342.51,24.895,2429.9,229.4,2059.5,0
360.64,25.35,2360.6,225.2,2016.8,0
336.697,24.87,2397.2,243.8,2031.8,0
331.801,22.838,2399.7,237.2,2047.8,0
338.155,22.709,2410.7,230.9,2062.6,0
337.032,24.365,2345.8,233.5,2000.9,0
366.917,26.341,2372.6,226.6,2021.1,0
358.896,25.059,2357.4,239.2,2016.3,0
368.699,26.069,2376.2,236.1,2027.4,0
