pCO2,AOU,excess DIC,T,nDIC+0.768DO,DIC-0.5TA+0.83DO,DO Saturation,label,LOF_label
345.008,-4.3270378,-30.675,26.067,2115.8892,968.397,0.95348973,0,0
372.878,-4.121621,-14.575,27.178,2119.7852,970.077,0.95290467,0,0
340.385,-4.0483535,-33.712,26.569,2106.9752,959.237,0.95236065,0,0
340.636,-4.0039125,-33.643,26.481,2106.5802,959.737,0.95214893,0,0
337.125,-3.9124301,-36.134,27.827,2091.1896,941.751,0.95210512,0,0
320.716,-4.06,-47.11,24.874,2107.5644,975.804,0.95195973,0,0
347.358,-3.9063628,-29.379,27.314,2102.5546,948.496,0.95193402,0,0
338.633,-3.8514491,-34.82,27.068,2099.913,948.66,0.95159558,0,0
324.588,-3.5613318,-44.578,28.117,2078.4564,930.089,0.95052265,0,0
343.164,-3.5099414,-33.127,28.905,2080.447,937.265,0.95051718,0,0
347.059,-3.6353593,-29.905,26.243,2111.6778,970.403,0.95037975,0,0
352.397,-3.5827084,-26.135,25.329,2127.3908,982.808,0.94984408,0,0
349.4,-3.3671891,-29.384,28.704,2084.8446,945.931,0.94979394,0,0
350.508,-3.3411009,-28.745,28.625,2086.2782,949.097,0.94964829,0,0
349.955,-3.4411659,-27.974,26.647,2110.2344,963.824,0.94956438,0,0
358.633,-2.9908469,-22.846,26.281,2118.2422,975.322,0.94738247,0,0
359.546,-2.9586244,-21.676,26.602,2117.6386,956.241,0.94727846,0,0
351.598,-2.9439082,-26.984,26.261,2113.9712,969.322,0.94716063,0,0
316.3,-2.77,-50.012,24.945,2102.9624,969.059,0.94609237,0,0
357.108,-2.704745,-23.47,26.173,2120.6932,973.237,0.94600066,0,0
347.731,-2.6167347,-29.312,26.64,2108.394,961.66,0.94570267,0,0
338.698,-2.478364,-35.915,28.155,2084.3296,943.761,0.94536322,0,0
358.47,-2.4537459,-23.186,28.165,2098.3032,949.927,0.94523128,0,0
336.729,-2.4428165,-36.529,27.147,2095.3438,951.083,0.94498831,0,0
354.662,-2.3404353,-26.068,28.646,2088.2672,949.267,0.94479741,0,0
352.752,-2.2498179,-25.978,26.067,2118.9904,970.654,0.94387163,0,0
333.605,-2.14374,-38.308,27.797,2088.2878,937.923,0.94366377,0,0
348.951,-1.962969,-28.618,26.267,2111.5772,967.492,0.94259362,0,0
358.762,-1.6017182,-22.006,28.485,2102.6502,931.512,0.94112717,0,0
349.93,-1.5729441,-29.077,28.683,2084.179,946.02,0.94108217,0,0
347.809,-1.3815166,-29.07,26.085,2114.5284,968.324,0.9398544,0,0
334.982,-1.2395147,-37.509,26.131,2103.4618,962.743,0.93921227,0,0
342.842,-0.8444358,-33.428,28.705,2079.4764,938.439,0.93754761,0,0
315.3,-0.81,-50.737,24.915,2100.9162,967.482,0.93712673,0,0
350.982,-0.6380312,-27.182,26.534,2111.4038,962.998,0.93643034,0,0
346.305,-0.4148782,-31.127,27.997,2088.559,949.85,0.93544214,0,0
343.908,-0.3873513,-31.311,26.042,2112.7658,964.743,0.93524443,0,0
329.138,-0.25,-41.358,24.778,2111.2644,978.399,0.9345864,0,0
349.311,-0.0831852,-28.412,26.272,2110.322,966.415,0.93383935,0,0
358.402,0.21421442,-22.733,26.275,2117.9578,969.998,0.93245617,0,0
332.515,0.38,-39.26,25.015,2110.1114,977.154,0.93170484,0,0
349.986,0.47181768,-27.968,26.257,2110.549,966.0,0.931255,0,0
317.084,1.24828806,-47.497,23.941,2117.1664,969.474,0.927878,0,0
362.437,1.2313797,-20.285,28.431,2100.0396,937.356,0.92754014,0,0
358.094,1.48892386,-22.755,25.279,2127.5076,982.241,0.92664528,0,0
364.002,1.71650011,-19.485,26.021,2122.5152,975.917,0.92550479,0,0
365.76,1.78818571,-18.479,26.03,2123.4614,976.834,0.92517174,0,0
364.635,2.96209832,-19.09,26.036,2121.7418,973.838,0.91973417,0,0
359.206,2.96439658,-22.274,26.037,2118.6548,972.338,0.91972369,0,0
324.491,3.52,-44.472,24.699,2106.1864,973.994,0.91744545,0,0
356.711,3.87910948,-23.714,26.032,2116.5416,969.591,0.91548893,0,0
367.31,5.38853619,-18.45,27.845,2097.0502,963.202,0.90762935,0,0
365.312,6.31187961,-18.739,26.237,2117.6458,969.518,0.90412644,0,0
326.293,7.03807307,-42.169,21.898,2116.305,968.65,0.90246831,0,0
366.607,6.50281823,-18.752,28.04,2095.0302,956.957,0.90222773,0,0
366.619,7.24163033,-17.881,25.749,2123.3802,975.182,0.90009394,0,0
365.44,7.3979339,-18.65,26.963,2109.0598,955.113,0.89866255,0,0
364.557,7.34143917,-20.17,28.321,2089.02,954.38,0.89800746,0,0
339.594,8.12813597,-34.69,24.908,2109.8352,977.012,0.89635568,0,0
354.368,9.57235413,-25.494,25.111,2115.3706,979.686,0.88960233,0,0
378.825,9.25555452,-11.597,28.138,2099.3562,957.467,0.88895349,0,0
345.271,9.97137961,-31.182,25.683,2104.035,967.36,0.88736715,0,0
341.609,10.0498739,-33.41,25.97,2099.9796,961.196,0.88683785,0,0
375.046,12.4910508,-13.329,25.943,2119.8848,974.953,0.87561306,0,0
373.864,13.3160557,-13.903,25.98,2119.6182,971.872,0.87183115,0,0
365.485,15.203547,-18.754,25.969,2111.5546,966.546,0.86298751,0,0
366.473,15.5312008,-18.333,24.934,2119.6444,984.204,0.86250029,0,0
378.466,15.7932143,-11.458,26.317,2115.6408,969.218,0.85988552,0,0
376.544,16.3117299,-12.874,27.945,2094.3662,952.072,0.85525315,0,0
384.808,17.7124047,-8.24,27.939,2097.947,956.41,0.84853859,0,0
410.287,18.4867768,5.226,26.91,2124.593,976.4,0.84651153,0,0
365.2,20.33,-19.031,24.603,2119.5414,984.799,0.8411581,0,0
400.232,22.0904724,0.117,25.711,2131.4884,976.564,0.83181878,0,0
376.605,23.4882817,-12.285,25.014,2123.466,976.645,0.82649369,0,0
367.518,24.5147155,-17.401,25.021,2117.2332,973.232,0.82177956,0,0
391.684,24.4217236,-4.249,26.361,2117.9476,960.246,0.81982262,0,0
379.821,26.2525359,-10.549,24.802,2125.0372,979.902,0.81429228,0,0
411.825,25.7980524,6.226,26.93,2114.2976,985.511,0.81152037,0,0
379.094,28.5961581,-11.156,24.509,2121.7894,987.159,0.80380822,0,0
387.747,29.0176492,-6.41,25.561,2117.3536,973.171,0.79983464,0,0
407.872,29.0319125,4.087,27.177,2109.7088,968.023,0.79598105,0,0
402.22,30.3803537,1.122,25.711,2124.4486,973.426,0.79346499,0,0
402.277,30.1084277,1.176,26.296,2116.3638,973.183,0.79307436,0,0
396.805,31.2778832,-1.689,26.488,2108.875,972.44,0.78694092,0,0
412.501,32.2723789,6.181,25.472,2130.6998,977.513,0.78532603,0,0
410.425,31.6197989,5.33,26.641,2116.01,972.025,0.78522174,0,0
413.793,34.0228406,6.955,25.421,2128.2198,987.353,0.7770998,0,0
410.519,34.2308173,5.268,25.155,2130.205,984.6,0.77699745,0,0
409.289,35.1494619,4.598,24.836,2134.3978,984.598,0.77398451,0,0
412.089,36.9243257,5.972,24.999,2132.9954,983.689,0.76550358,0,0
409.269,37.7122479,4.806,26.977,2105.459,964.8,0.7554024,0,0
414.956,39.6638366,7.529,25.254,2126.046,986.12,0.75166076,0,0
421.936,42.8580228,10.987,25.641,2122.953,983.385,0.73575328,0,0
446.403,43.53,22.244,24.625,2142.2612,1003.377,0.73567099,0,0
439.65,43.9863041,18.865,25.992,2129.1568,972.308,0.72977191,0,0
424.201,48.2925736,11.547,22.4,2155.0512,1013.697,0.72299272,0,0
444.431,46.8499648,21.054,25.675,2132.3624,979.814,0.7176503,0,0
395.35,50.1,-2.361,22.187,2138.5096,1006.286,0.71522319,0,0
425.785,47.6222425,12.765,25.388,2124.3456,983.231,0.71481831,0,0
410.842,49.3689442,5.295,24.077,2131.5082,978.887,0.71218256,0,0
434.776,49.2727656,16.855,24.769,2133.3808,991.563,0.70949935,0,0
440.87,49.1317407,19.79,26.025,2124.1088,978.243,0.70554494,0,0
435.224,51.304992,16.592,25.084,2132.0748,972.488,0.69973021,0,0
444.04,53.4115064,20.532,24.022,2145.0976,995.816,0.69445708,0,0
455.088,52.6603451,25.551,24.964,2140.284,989.575,0.69385444,0,0
444.27,54.54,21.154,23.8,2141.8542,1005.737,0.68921853,0,0
432.213,52.9565917,15.967,25.848,2116.4422,976.172,0.68795495,0,0
495.367,58.198431,40.874,21.31,2188.5604,1054.549,0.68482113,0,0
443.336,57.0099433,20.094,23.337,2149.1878,1001.403,0.68137454,0,0
416.85,56.7432015,8.369,23.945,2127.0402,989.162,0.67897783,0,0
452.235,56.780251,24.345,24.438,2140.6888,994.083,0.67725716,0,0
459.232,58.1432399,27.149,24.232,2145.3868,996.668,0.67219711,0,0
431.309,59.5423945,14.793,23.109,2143.7444,997.909,0.67108723,0,0
441.939,57.9800934,20.085,25.408,2124.5272,977.182,0.66734116,0,0
413.77,59.0915153,6.719,24.413,2121.923,968.34,0.66710064,0,0
460.519,59.6402264,27.917,24.402,2142.0964,996.259,0.66443083,0,0
452.031,76.59,20.847,11.533,2259.7096,1138.376,0.66242148,0,0
444.432,59.5125056,21.533,25.678,2119.251,977.275,0.65845873,0,0
441.63,60.0342586,20.256,25.27,2121.4664,982.439,0.65785107,0,0
473.605,61.661248,33.493,24.639,2143.4142,998.352,0.65412812,0,0
440.467,63.348714,18.887,23.319,2143.1624,996.674,0.65339821,0,0
504.853,62.7568599,45.436,24.426,2157.2548,1009.603,0.65025845,0,0
458.054,63.8805431,27.067,24.86,2132.8342,987.362,0.64297424,0,0
448.045,71.2400674,21.523,20.173,2171.7284,1031.994,0.63530289,0,0
433.069,66.5226633,16.087,23.973,2126.2492,989.362,0.63480382,0,0
464.641,66.3156273,29.54,24.715,2135.417,983.785,0.6326854,0,0
470.021,68.977708,31.118,22.743,2156.8126,1010.186,0.63141577,0,0
444.65,67.2216452,21.328,24.538,2125.6654,983.704,0.62888113,0,0
460.502,91.46,22.82,9.209,2278.935,1154.795,0.62630083,0,0
470.893,70.3211256,31.566,22.78,2154.653,1008.275,0.62501736,0,0
463.173,70.43,28.944,22.573,2150.44,1014.275,0.62471163,0,0
468.103,72.1675686,30.025,21.579,2165.2482,1021.682,0.62382417,0,0
487.66,71.1926585,38.897,23.772,2149.7804,1006.874,0.6154746,0,0
497.444,70.2435233,42.598,24.645,2146.7632,996.297,0.61537764,0,0
477.377,72.0674225,35.46,24.543,2135.2614,995.554,0.60668106,0,0
457.435,80.3534115,24.992,18.936,2181.3264,1042.674,0.60469923,0,0
485.718,74.7194462,37.306,23.335,2151.9248,998.963,0.60261426,0,0
481.452,74.8657655,35.775,23.434,2149.1188,997.548,0.60140935,0,0
460.088,77.7366731,27.235,21.904,2151.3122,1011.457,0.596944,0,0
451.621,76.324419,24.043,23.091,2137.5988,998.633,0.59647487,0,0
482.108,81.0771341,35.087,20.85,2171.0814,1025.619,0.59003332,0,0
482.563,77.1471684,36.843,23.607,2145.187,1002.975,0.58995492,0,0
473.555,83.6823294,31.29,19.343,2181.4082,1039.607,0.58870556,0,0
486.863,77.4163291,38.189,23.862,2144.4992,994.062,0.58738501,0,0
475.819,81.0988144,33.173,21.54,2161.368,1019.295,0.58555552,0,0
482.459,77.2963462,37.701,24.645,2131.7168,993.323,0.58216805,0,0
515.597,85.0651867,46.488,19.556,2193.3308,1050.198,0.58158434,0,0
465.792,92.61,27.542,15.098,2212.0508,1090.743,0.58019071,0,0
487.102,102.858955,32.378,10.387,2265.1394,1141.774,0.57871069,0,0
470.809,81.4574923,31.79,22.436,2148.0154,1007.809,0.57773735,0,0
491.949,83.3133406,39.269,21.425,2166.8886,1024.301,0.57673522,0,0
478.78,83.6690056,34.29,21.68,2158.6774,1013.639,0.57348809,0,0
480.407,82.2842865,35.656,22.641,2149.9532,1009.647,0.5731607,0,0
467.0,90.7443353,29.282,18.405,2178.6176,1052.121,0.56427534,0,0
477.303,87.21,33.989,20.791,2162.1316,1028.141,0.56326504,0,0
475.03,86.57,33.468,21.618,2152.776,1017.9,0.56031173,0,0
484.066,86.8,36.988,21.593,2156.5342,1021.317,0.5595633,0,0
499.873,87.3684834,42.489,21.662,2163.7278,1022.568,0.55757115,0,0
473.257,86.448574,32.925,22.191,2146.621,1010.24,0.55715849,0,0
496.581,89.5996897,40.628,20.822,2169.4236,1025.481,0.55380089,0,0
498.983,94.0162595,40.514,18.643,2189.4292,1051.382,0.55091731,0,0
533.388,93.3346801,52.226,19.118,2197.0968,1055.303,0.55038177,0,0
481.632,89.4271085,35.888,21.782,2152.3766,1013.161,0.54721667,0,0
495.401,94.3298972,39.485,18.977,2184.3218,1046.888,0.5471383,0,0
510.63,91.1113968,45.947,20.896,2172.6852,1032.487,0.54688963,0,0
569.673,90.2904993,65.555,21.474,2186.9442,1042.242,0.5462883,0,0
501.954,88.5805569,43.408,22.596,2154.0984,1006.084,0.54594852,0,0
500.498,98.0188613,40.506,17.636,2197.1584,1060.214,0.54214091,0,0
496.02,92.018404,40.898,21.211,2162.7318,1022.078,0.54055381,0,0
531.826,116.736203,45.155,9.324,2280.128,1156.215,0.54040212,0,0
520.105,92.5748393,49.403,21.028,2173.0804,1032.744,0.53954092,0,0
509.505,90.8411213,45.982,22.209,2159.02,1011.92,0.53876109,0,0
511.532,110.41,41.455,12.15,2247.01,1124.0,0.53767993,0,0
500.135,93.1866889,42.142,21.419,2161.7406,1015.001,0.5342293,0,0
497.313,90.6320422,43.295,23.417,2139.5348,1006.353,0.53007696,0,0
504.694,92.4296119,46.14,22.552,2148.2796,1021.766,0.52768247,0,0
498.002,97.1453529,40.99,20.335,2169.0358,1026.833,0.52543206,0,0
498.247,102.633093,39.354,17.57,2193.69,1050.645,0.52426987,0,0
503.14,96.8853313,43.126,20.628,2167.8478,1027.003,0.52420394,0,0
469.398,103.752729,28.959,17.04,2187.8514,1050.724,0.52403713,0,0
508.805,104.533008,42.865,16.881,2202.7816,1065.641,0.52214095,0,0
498.546,101.009314,40.94,19.964,2169.9246,1026.841,0.51197935,0,0
499.571,104.660671,40.633,18.206,2185.7808,1050.078,0.5110035,0,0
457.675,124.94,22.245,9.805,2244.255,1121.17,0.5077262,0,0
521.647,101.974211,49.567,20.215,2174.6976,1037.181,0.50597528,0,0
483.0,103.638957,35.424,19.4,2166.6478,1031.343,0.50489504,0,0
554.497,129.379755,50.631,8.691,2283.7932,1157.077,0.50409367,0,0
517.136,102.411018,47.503,20.426,2170.7062,1023.102,0.5024735,0,0
489.232,106.42766,37.424,18.24,2177.77,1046.92,0.50231833,0,0
568.818,109.201939,61.579,17.089,2215.8758,1076.493,0.50207687,0,0
511.0,108.657761,44.235,17.548,2193.32,1058.665,0.5002961,0,0
562.777,131.858778,52.746,8.443,2286.731,1162.83,0.49830958,0,0
512.346,103.875373,46.554,20.326,2168.2086,1031.606,0.49683139,0,0
531.478,106.247559,52.483,19.687,2180.0848,1042.438,0.49236646,0,0
535.589,107.480952,53.44,19.104,2186.2764,1049.434,0.49202337,0,0
536.006,117.270963,50.262,14.923,2221.9034,1086.819,0.48949532,0,0
520.583,112.356984,47.494,17.026,2197.0218,1065.588,0.48896479,0,0
536.29,110.27593,52.875,18.043,2194.0264,1056.179,0.48894424,0,0
589.631,115.598235,66.645,16.222,2225.4186,1087.001,0.48440411,0,0
519.053,119.085306,45.159,14.858,2215.9924,1084.574,0.48320071,0,0
524.972,115.677611,48.24,16.493,2203.3554,1070.839,0.48161257,0,0
570.704,134.521048,55.738,9.38,2276.1902,1151.692,0.48000523,0,0
522.932,116.41,48.308,16.866,2196.3854,1067.349,0.47440531,0,0
525.514,113.166639,49.821,18.502,2184.7036,1049.861,0.47390016,0,0
548.964,119.354133,54.281,15.788,2215.406,1071.59,0.47374717,0,0
578.05,134.684982,58.341,10.249,2268.4242,1141.127,0.47053252,0,0
551.036,115.270646,57.484,18.005,2196.3474,1060.444,0.4698017,0,0
520.523,110.660469,49.29,20.155,2167.5188,1030.543,0.46974205,0,0
567.779,139.856222,53.921,8.695,2279.1202,1149.362,0.46928775,0,0
526.545,115.787593,49.787,17.899,2188.9526,1054.861,0.46855764,0,0
530.566,120.299471,49.882,15.855,2206.4616,1076.096,0.46846633,0,0
521.251,120.789529,46.385,15.889,2204.306,1067.93,0.46713223,0,0
524.351,115.528305,49.084,18.35,2184.051,1045.45,0.46565635,0,0
560.217,128.528576,56.464,12.933,2239.2906,1113.491,0.46521669,0,0
542.955,116.69543,54.855,18.016,2192.5504,1054.699,0.46391864,0,0
598.905,124.644273,67.778,14.717,2236.129,1101.09,0.46362706,0,0
550.959,122.158011,55.464,15.756,2213.9954,1078.349,0.46314933,0,0
542.555,121.546653,52.855,16.096,2208.5134,1067.519,0.46237227,0,0
546.141,117.132288,56.051,18.034,2193.0754,1057.784,0.46203261,0,0
515.775,119.50182,45.507,17.025,2191.904,1057.11,0.46178872,0,0
548.649,119.383474,56.023,17.118,2201.5096,1066.361,0.46142085,0,0
540.75,118.749984,53.924,17.45,2196.0924,1061.614,0.46085585,0,0
572.86,144.074045,55.355,8.244,2282.1498,1161.283,0.46019901,0,0
537.295,131.036819,49.637,12.657,2233.8146,1108.661,0.45887257,0,0
558.032,126.202422,57.243,15.127,2219.2744,1087.019,0.45360372,0,0
555.253,128.763538,55.935,14.491,2223.0592,1092.017,0.45008965,0,0
559.031,133.364027,55.856,13.321,2232.9102,1101.262,0.44480794,0,0
537.624,123.520812,52.864,17.198,2193.6348,1060.043,0.44410321,0,0
572.344,132.34902,60.253,14.071,2229.581,1097.355,0.44095867,0,0
541.634,125.331945,53.347,16.849,2197.3082,1057.377,0.44030018,0,0
602.898,132.264686,68.522,14.324,2235.1784,1101.359,0.4387396,0,0
533.569,117.534358,53.841,20.366,2163.8846,1024.986,0.43865863,0,0
561.93,135.065446,56.995,13.506,2230.4016,1100.521,0.43662659,0,0
548.007,137.066036,52.751,12.758,2231.4466,1104.766,0.43612799,0,0
573.158,138.868246,59.108,12.683,2239.1294,1107.019,0.43134977,0,0
575.621,133.627505,61.645,14.831,2221.3584,1084.539,0.42830426,0,0
552.491,130.893206,56.064,16.036,2204.4348,1065.883,0.42645624,0,0
631.125,141.475824,73.228,12.191,2255.4072,1122.187,0.42625859,0,0
553.926,124.058027,59.63,19.092,2178.3,1042.99,0.42344042,0,0
574.036,133.340255,61.737,15.413,2215.1346,1077.381,0.42342656,0,0
558.58,134.597279,57.292,14.984,2214.4698,1082.128,0.4231291,0,0
590.377,137.759813,65.169,13.942,2231.4056,1100.871,0.42206936,0,0
574.597,135.011011,61.74,14.94,2218.9372,1085.462,0.42200445,0,0
597.971,140.492653,66.449,13.309,2237.8084,1107.369,0.41874659,0,0
583.043,137.36493,63.661,14.488,2224.1644,1091.879,0.41780398,0,0
580.13,138.648368,62.617,14.16,2225.7966,1094.711,0.41648595,0,0
562.629,137.668571,58.238,14.629,2216.9094,1086.049,0.41521289,0,0
576.131,146.314278,59.305,11.911,2242.2608,1112.363,0.41298731,0,0
546.699,137.195488,53.656,15.034,2208.1976,1072.221,0.41263963,0,0
571.603,138.823704,60.452,14.534,2219.4278,1085.468,0.41182193,0,0
564.086,136.108596,59.709,15.779,2206.2788,1073.563,0.40890063,0,0
622.537,160.06699,67.171,8.233,2281.6366,1159.586,0.40783746,0,0
599.591,149.864634,65.152,11.339,2250.5382,1124.282,0.40608636,0,0
608.466,142.519258,69.518,13.834,2233.38,1099.885,0.40557609,0,0
573.529,142.483047,60.46,13.973,2222.9014,1089.304,0.40416403,0,0
612.534,163.63,64.37,7.584,2283.8362,1165.167,0.40408309,0,0
577.133,143.793109,61.43,13.607,2226.6682,1097.802,0.40332709,0,0
592.079,144.899329,65.052,13.318,2232.6904,1103.134,0.40240789,0,0
555.167,145.058382,54.755,13.284,2222.8974,1090.134,0.40215675,0,0
599.502,143.473186,67.448,13.842,2230.384,1099.555,0.40194568,0,0
615.501,148.882703,69.609,12.238,2246.7056,1116.211,0.40012855,0,0
585.382,146.31107,63.174,13.188,2231.2708,1102.053,0.39872823,0,0
566.361,129.260326,64.085,19.495,2173.719,1040.18,0.39781254,0,0
583.017,147.353688,62.417,13.125,2230.5182,1100.472,0.39563921,0,0
586.795,147.007926,63.611,13.244,2230.5028,1101.223,0.39554299,0,0
554.539,128.82239,60.99,20.061,2164.38,1031.02,0.39378664,0,0
624.412,158.513288,69.163,10.115,2263.044,1131.62,0.39048928,0,0
632.138,155.008978,72.346,11.619,2252.39,1116.97,0.38538939,0,0
623.653,152.709704,71.702,12.459,2243.3798,1110.978,0.38373409,0,0
606.885,154.308762,67.603,12.437,2238.1548,1105.233,0.37818999,0,0
660.226,173.976152,74.396,7.322,2288.9784,1170.029,0.37399027,0,0
613.574,157.236044,68.27,11.91,2243.2168,1106.733,0.37396995,0,0
577.688,149.216124,62.885,14.833,2209.5938,1079.508,0.36912056,0,0
632.171,165.069384,71.502,10.218,2258.963,1132.81,0.36710986,0,0
659.34,164.270545,78.247,10.697,2260.659,1135.65,0.36399247,0,0
678.003,177.642706,77.88,7.282,2290.1282,1170.207,0.36272369,0,0
668.203,162.880258,80.67,11.334,2257.0916,1128.241,0.36096626,0,0
675.526,163.989983,81.076,11.033,2260.7874,1124.239,0.3607527,0,0
644.414,163.673937,74.727,11.176,2252.8934,1118.324,0.36010597,0,0
652.054,178.489469,72.873,7.277,2284.3588,1168.043,0.3600955,0,0
653.371,168.159744,76.223,10.131,2262.329,1137.735,0.35775624,0,0
661.064,169.024211,77.584,9.906,2265.664,1141.15,0.35767807,0,0
638.497,157.724049,76.491,13.182,2235.1938,1105.008,0.3568207,0,0
609.404,150.368403,72.021,15.709,2207.79,1072.36,0.35432662,0,0
654.72,167.247797,76.86,10.667,2257.6926,1128.826,0.35405294,0,0
668.76,170.216401,79.356,10.016,2265.1018,1140.073,0.35211532,0,0
687.271,180.572652,79.875,7.456,2287.8054,1166.804,0.35096464,0,0
639.101,168.711772,73.539,10.723,2252.5412,1124.332,0.34825148,0,0
698.593,168.998414,86.117,10.667,2265.2952,1136.832,0.34788093,0,0
640.703,171.081547,73.489,10.138,2257.164,1132.745,0.34758541,0,0
630.708,173.393719,70.527,9.629,2258.5784,1133.409,0.34637035,0,0
673.66,175.339087,79.252,9.136,2271.4022,1147.322,0.3462698,0,0
751.457,172.846871,95.971,9.793,2281.2124,1163.494,0.34599121,0,0
659.033,172.381063,77.302,9.972,2261.8506,1137.496,0.34529193,0,0
679.837,171.37331,81.96,10.257,2263.918,1137.915,0.34505747,0,0
625.597,165.025148,71.672,12.003,2238.6546,1105.261,0.34488394,0,0
666.713,171.705419,79.323,10.249,2261.0846,1136.666,0.34398682,0,0
668.806,174.461096,79.036,9.562,2266.5198,1144.328,0.34354248,0,0
660.107,165.762928,79.596,11.896,2246.826,1115.095,0.3434649,0,0
630.205,173.957543,70.638,9.734,2256.9448,1132.913,0.34309907,0,0
664.825,174.360874,78.386,9.826,2263.0578,1139.083,0.34044392,0,0
616.922,160.361955,71.731,13.718,2222.139,1088.36,0.34029526,0,0
669.287,174.925291,79.337,9.798,2263.8216,1140.251,0.3388805,0,0
688.685,175.517671,83.307,9.834,2266.9682,1142.587,0.33641563,0,0
709.97,182.316814,85.13,8.386,2280.882,1154.33,0.33276755,0,0
698.261,177.419455,84.398,9.71,2268.7246,1138.091,0.33148601,0,0
714.526,173.587778,88.704,10.766,2263.8026,1128.016,0.33061258,0,0
629.216,177.068792,70.793,9.994,2251.2944,1126.929,0.32882839,0,0
685.679,182.4525,81.49,8.741,2272.4616,1151.921,0.32769299,0,0
706.746,186.071254,84.989,8.19,2279.4748,1160.338,0.32331455,0,0
693.61,183.397636,83.217,8.845,2272.2138,1151.593,0.32313349,0,0
719.511,187.549424,87.075,7.871,2284.2266,1167.336,0.32292455,0,0
695.321,183.409869,83.659,8.891,2272.0654,1151.844,0.32246596,0,0
744.176,187.902907,90.775,7.851,2288.4462,1163.587,0.32188793,0,0
690.363,183.976939,82.259,8.848,2271.099,1147.095,0.32116048,0,0
706.187,185.310426,85.339,8.543,2276.2898,1156.593,0.32094488,0,0
734.78,189.565222,88.657,7.537,2288.8984,1164.919,0.32088243,0,0
710.531,186.112103,86.182,8.475,2277.1196,1158.261,0.3191688,0,0
650.959,176.819881,76.357,10.782,2247.9124,1119.194,0.31900426,0,0
695.376,185.595129,83.485,8.672,2272.671,1153.68,0.31822775,0,0
734.214,189.62521,88.719,7.742,2286.4672,1160.257,0.3178328,0,0
709.686,186.774969,85.951,8.47,2276.5798,1157.263,0.31711794,0,0
634.92,163.280208,77.459,14.689,2214.119,1080.22,0.31708951,0,0
709.432,189.939318,84.882,7.75,2281.7888,1163.508,0.3168433,0,0
673.618,186.249213,78.968,8.63,2268.2858,1148.348,0.31661611,0,0
723.522,194.566063,86.743,6.749,2291.5526,1181.251,0.31626194,0,0
745.838,183.726753,93.488,9.273,2277.051,1153.02,0.31593816,0,0
671.942,187.717189,78.383,8.339,2269.898,1151.68,0.31584757,0,0
676.106,196.52,77.186,6.34,2285.445,1175.415,0.31584661,0,0
716.389,187.049011,87.301,8.521,2277.098,1157.765,0.31550157,0,0
830.952,178.811084,111.214,10.555,2282.0346,1164.696,0.31528637,0,0
711.072,188.194398,86.047,8.327,2277.2508,1158.348,0.31444596,0,0
702.577,191.121292,83.476,7.705,2280.0416,1161.261,0.31361405,0,0
716.513,192.424233,85.304,7.427,2284.6336,1162.176,0.31327325,0,0
723.963,188.057377,88.521,8.454,2278.3602,1157.767,0.31306689,0,0
694.703,194.341631,81.178,7.019,2283.368,1166.84,0.3129157,0,0
700.456,190.692643,83.639,7.863,2278.3298,1163.263,0.31278602,0,0
733.45,187.046004,90.781,8.751,2277.75,1157.52,0.31220682,0,0
709.035,190.927902,85.101,7.874,2279.6624,1162.514,0.31187998,0,0
802.345,185.98904,104.213,9.041,2287.1426,1173.856,0.31160864,0,0
719.602,192.271285,86.966,7.609,2283.3516,1168.846,0.31128947,0,0
716.781,185.321424,87.374,9.26,2270.674,1139.775,0.31079065,0,0
709.883,193.538975,85.004,7.403,2282.7554,1169.929,0.31014262,0,0
648.853,162.347048,81.945,15.54,2209.6026,1075.481,0.30993822,0,0
696.484,198.3,81.141,6.372,2287.783,1177.755,0.30979216,0,0
716.429,198.825675,84.928,6.279,2292.0376,1183.421,0.30965967,0,0
724.662,193.815985,87.65,7.407,2285.218,1171.18,0.30920097,0,0
714.734,194.902492,85.187,7.17,2285.149,1168.595,0.30911922,0,0
701.932,177.833363,88.194,11.277,2252.4562,1126.457,0.30876975,0,0
693.483,189.572498,82.781,8.419,2271.8038,1152.688,0.30854373,0,0
712.726,196.307938,84.92,6.963,2285.82,1173.095,0.30763548,0,0
664.798,175.492393,81.314,12.024,2238.907,1111.38,0.30699503,0,0
722.953,197.250754,86.464,6.823,2288.585,1175.095,0.3066481,0,0
698.411,199.095977,81.519,6.498,2286.2622,1174.427,0.30558351,0,0
722.936,198.085303,86.628,6.716,2289.0902,1179.012,0.30556623,0,0
830.47,198.722111,103.089,6.568,2307.7686,1185.261,0.30554517,0,0
714.651,194.186304,86.099,7.588,2281.1462,1167.352,0.30534318,0,0
711.605,201.210609,83.874,6.08,2291.6196,1185.091,0.30510209,0,0
700.569,195.67394,83.004,7.279,2280.706,1167.35,0.30507699,0,0
716.353,199.588965,85.208,6.426,2289.8332,1181.927,0.3050754,0,0
713.026,197.839823,84.724,6.81,2286.476,1174.18,0.30496678,0,0
700.981,202.645934,81.746,5.822,2291.3878,1187.423,0.3044817,0,0
712.811,198.348536,84.776,6.737,2286.843,1176.68,0.30443971,0,0
704.289,199.281005,83.096,6.572,2286.3196,1177.846,0.30390473,0,0
704.575,202.984956,82.303,5.802,2292.1222,1187.757,0.30372054,0,0
785.622,192.519465,98.842,8.081,2289.5584,1169.524,0.30360472,0,0
